year_month,product_category_name,total_quantity,total_sales,average_price
2018-04,tablets_impressao_imagem,1,52.0,52.0
2018-04,telefonia,284,16636.84,58.58042253521127
2018-04,telefonia_fixa,11,1921.94,174.72181818181818
2018-04,utilidades_domesticas,471,45405.96,96.40331210191083
2018-05,Unknown,43,3136.94,72.95209302325581
2018-05,agro_industria_e_comercio,8,3279.75,409.96875
2018-05,alimentos,44,1542.93,35.06659090909091
2018-05,alimentos_bebidas,25,1239.44,49.577600000000004
2018-05,artes,36,2691.86,74.77388888888889
2018-05,artes_e_artesanato,1,89.8,89.8
2018-05,artigos_de_festas,4,100.69999999999999,25.174999999999997
2018-05,artigos_de_natal,6,524.53,87.42166666666667
2018-05,audio,21,2697.68,128.46095238095236
2018-05,automotivo,311,40928.14,131.60173633440513
2018-05,bebes,245,34003.6,138.79020408163265
2018-05,bebidas,48,2790.98,58.14541666666667
2018-05,beleza_saude,770,96460.36,125.2731948051948
2018-05,brinquedos,221,31767.3,143.74343891402714
2018-05,cama_mesa_banho,747,71702.77,95.98764390896922
2018-05,casa_conforto,22,2776.6,126.2090909090909
2018-05,casa_construcao,79,10155.28,128.54784810126583
2018-05,cine_foto,18,2277.29,126.51611111111112
2018-05,climatizacao,15,2051.2,136.74666666666664
2018-05,consoles_games,54,5664.07,104.89018518518517
2018-05,construcao_ferramentas_construcao,125,20748.6,165.9888
2018-05,construcao_ferramentas_ferramentas,5,417.9,83.58
2018-05,construcao_ferramentas_iluminacao,41,5477.81,133.60512195121953
2018-05,construcao_ferramentas_jardim,16,1073.28,67.08
2018-05,construcao_ferramentas_seguranca,29,7298.509999999999,251.67275862068962
2018-05,cool_stuff,176,30039.11,170.67676136363636
2018-05,dvds_blu_ray,7,439.94,62.848571428571425
2018-05,eletrodomesticos,64,6149.67,96.08859375
2018-05,eletrodomesticos_2,23,14441.24,627.88
2018-05,eletronicos,235,16989.29,72.2948510638298
2018-05,eletroportateis,48,10620.99,221.270625
2018-05,esporte_lazer,492,59664.11,121.2685162601626
2018-05,fashion_bolsas_e_acessorios,111,11519.16,103.77621621621621
2018-05,fashion_calcados,10,1582.7,158.27
2018-05,fashion_roupa_masculina,1,129.99,129.99
2018-05,fashion_underwear_e_moda_praia,6,207.39999999999998,34.56666666666666
2018-05,ferramentas_jardim,291,37863.18,130.1140206185567
2018-05,flores,1,16.4,16.4
2018-05,fraldas_higiene,3,117.0,39.0
2018-05,industria_comercio_e_negocios,41,3890.99,94.90219512195121
2018-05,informatica_acessorios,464,51515.73,111.0252801724138
2018-05,instrumentos_musicais,61,18757.07,307.4929508196721
2018-05,livros_importados,10,410.92,41.092
2018-05,livros_interesse_geral,53,6019.03,113.5666037735849
2018-05,livros_tecnicos,56,3055.48,54.56214285714286
2018-05,malas_acessorios,49,6618.46,135.07061224489797
2018-05,market_place,14,957.45,68.38928571428572
2018-05,moveis_cozinha_area_de_servico_jantar_e_jardim,13,2310.09,177.69923076923078
2018-05,moveis_decoracao,605,54260.98,89.68757024793389
2018-05,moveis_escritorio,105,21005.86,200.05580952380953
2018-05,moveis_quarto,6,1484.98,247.49666666666667
2018-05,moveis_sala,16,2721.08,170.0675
2018-05,musica,5,729.0,145.8
2018-05,papelaria,130,12923.39,99.4106923076923
2018-05,pcs,14,9429.92,673.5657142857143
2018-05,perfumaria,198,24757.7,125.03888888888889
2018-05,pet_shop,136,11708.460000000001,86.09161764705883
2018-05,portateis_casa_forno_e_cafe,9,10161.6,1129.0666666666666
2018-05,portateis_cozinha_e_preparadores_de_alimentos,2,1958.0,979.0
2018-05,relogios_presentes,636,123872.66,194.76833333333335
2018-05,sinalizacao_e_seguranca,7,683.5,97.64285714285714
2018-05,tablets_impressao_imagem,1,49.9,49.9
2018-05,telefonia,256,21608.26,84.407265625
2018-05,telefonia_fixa,17,1946.1,114.47647058823529
2018-05,utilidades_domesticas,619,63003.57,101.78282714054927
2018-06,Unknown,23,2387.13,103.78826086956522
2018-06,agro_industria_e_comercio,10,3515.8,351.58000000000004
2018-06,alimentos,24,1371.18,57.1325
2018-06,alimentos_bebidas,11,293.85,26.713636363636365
2018-06,artes,28,2500.14,89.29071428571429
2018-06,artigos_de_festas,2,84.80000000000001,42.400000000000006
2018-06,artigos_de_natal,7,306.19,43.74142857142857
2018-06,audio,20,1830.69,91.53450000000001
2018-06,automotivo,300,45407.49,151.35829999999999
2018-06,bebes,225,30755.12,136.68942222222222
2018-06,bebidas,33,1567.07,47.486969696969695
2018-06,beleza_saude,885,107908.82,121.93087005649718
2018-06,brinquedos,191,21221.45,111.10706806282722
2018-06,cama_mesa_banho,773,71565.48,92.58147477360932
2018-06,casa_conforto,16,2386.4900000000002,149.15562500000001
2018-06,casa_conforto_2,2,25.8,12.9
2018-06,casa_construcao,71,9094.59,128.09281690140844
2018-06,cine_foto,13,435.85,33.526923076923076
2018-06,climatizacao,15,3567.9,237.86
2018-06,consoles_games,43,6903.01,160.53511627906977
2018-06,construcao_ferramentas_construcao,113,22947.72,203.07716814159292
2018-06,construcao_ferramentas_ferramentas,4,527.0,131.75
2018-06,construcao_ferramentas_iluminacao,44,4583.41,104.1684090909091
2018-06,construcao_ferramentas_jardim,11,799.44,72.67636363636365
2018-06,construcao_ferramentas_seguranca,16,2565.37,160.335625
2018-06,cool_stuff,103,19316.37,187.53757281553396
2018-06,dvds_blu_ray,6,382.88,63.81333333333333
2018-06,eletrodomesticos,67,5916.37,88.30402985074626
2018-06,eletrodomesticos_2,19,8312.72,437.5115789473684
2018-06,eletronicos,191,9664.57,50.59984293193717
2018-06,eletroportateis,50,16022.7,320.454
2018-06,esporte_lazer,426,45851.01,107.63147887323944
2018-06,fashion_bolsas_e_acessorios,87,7869.95,90.45919540229885
2018-06,fashion_calcados,10,1230.58,123.05799999999999
2018-06,fashion_roupa_infanto_juvenil,1,89.99,89.99
2018-06,fashion_roupa_masculina,7,447.8,63.971428571428575
2018-06,fashion_underwear_e_moda_praia,7,129.3,18.47142857142857
2018-06,ferramentas_jardim,185,18018.71,97.39843243243243
2018-06,flores,2,108.0,54.0
2018-06,fraldas_higiene,7,321.0,45.857142857142854
2018-06,industria_comercio_e_negocios,26,2609.9,100.38076923076923
2018-06,informatica_acessorios,408,42326.45,103.74129901960784
2018-06,instrumentos_musicais,47,16177.92,344.21106382978724
2018-06,livros_importados,9,468.17,52.01888888888889
2018-06,livros_interesse_geral,39,3345.39,85.77923076923076
2018-06,livros_tecnicos,26,1747.43,67.20884615384615
2018-06,malas_acessorios,36,5070.88,140.85777777777778
2018-06,market_place,7,556.46,79.49428571428572
2018-06,moveis_cozinha_area_de_servico_jantar_e_jardim,30,3667.4300000000003,122.24766666666667
2018-06,moveis_decoracao,405,42190.22,104.17338271604939
2018-06,moveis_escritorio,77,12725.58,165.26727272727274
2018-06,moveis_quarto,9,1559.99,173.3322222222222
2018-06,moveis_sala,29,3541.62,122.12482758620689
2018-06,musica,3,109.08,36.36
2018-06,papelaria,167,12859.08,77.00047904191617
2018-06,pcs,13,13127.0,1009.7692307692307
2018-06,perfumaria,189,27335.86,144.6341798941799
2018-06,pet_shop,178,19491.78,109.5043820224719
2018-06,portateis_casa_forno_e_cafe,3,3499.0,1166.3333333333333
2018-06,relogios_presentes,481,86885.56,180.63525987525986
2018-06,sinalizacao_e_seguranca,27,5863.18,217.1548148148148
2018-06,tablets_impressao_imagem,1,50.0,50.0
2018-06,telefonia,219,22776.82,104.00374429223744
2018-06,telefonia_fixa,17,2080.32,122.37176470588236
2018-06,utilidades_domesticas,584,56825.45,97.30385273972603
2018-07,Unknown,47,4612.0,98.12765957446808
2018-07,agro_industria_e_comercio,30,7756.6900000000005,258.5563333333333
2018-07,alimentos,64,3378.17,52.78390625
2018-07,alimentos_bebidas,18,813.73,45.20722222222222
2018-07,artes,21,1843.1999999999998,87.77142857142856
2018-07,artes_e_artesanato,11,654.57,59.50636363636364
2018-07,artigos_de_festas,2,57.5,28.75
2018-07,artigos_de_natal,8,509.56,63.695
2018-07,audio,22,2062.64,93.75636363636363
2018-07,automotivo,344,43830.29,127.41363372093024
2018-07,bebes,222,22185.96,99.93675675675675
2018-07,bebidas,17,1335.17,78.53941176470589
2018-07,beleza_saude,784,105813.03,134.96559948979592
2018-07,brinquedos,156,17277.29,110.75185897435898
2018-07,cama_mesa_banho,624,55082.82,88.27374999999999
2018-07,casa_conforto,24,2984.38,124.34916666666668
2018-07,casa_conforto_2,3,38.7,12.9
2018-07,casa_construcao,61,6780.15,111.14999999999999
2018-07,cine_foto,7,1178.54,168.36285714285714
2018-07,climatizacao,17,2657.86,156.34470588235294
2018-07,consoles_games,49,8519.11,173.85938775510206
2018-07,construcao_ferramentas_construcao,115,15237.470000000001,132.4997391304348
2018-07,construcao_ferramentas_ferramentas,12,5501.2,458.43333333333334
2018-07,construcao_ferramentas_iluminacao,55,7249.61,131.8110909090909
2018-07,construcao_ferramentas_jardim,25,1956.47,78.25880000000001
2018-07,construcao_ferramentas_seguranca,15,1888.95,125.93
2018-07,cool_stuff,121,30551.61,252.49264462809919
2018-07,dvds_blu_ray,1,83.99,83.99
2018-07,eletrodomesticos,79,5290.63,66.97
2018-07,eletrodomesticos_2,23,12597.32,547.7095652173913
2018-07,eletronicos,159,11150.75,70.13050314465409
2018-07,eletroportateis,43,8711.25,202.5872093023256
2018-07,esporte_lazer,468,55292.68,118.14675213675214
2018-07,fashion_bolsas_e_acessorios,77,6161.87,80.02428571428571
2018-07,fashion_calcados,5,820.19,164.038
2018-07,fashion_roupa_masculina,5,208.7,41.739999999999995
2018-07,fashion_underwear_e_moda_praia,2,109.8,54.9
2018-07,ferramentas_jardim,179,26173.78,146.2222346368715
2018-07,flores,2,47.989999999999995,23.994999999999997
2018-07,fraldas_higiene,4,149.8,37.45
2018-07,industria_comercio_e_negocios,14,4697.21,335.515
2018-07,informatica_acessorios,427,41902.79,98.13299765807963
2018-07,instrumentos_musicais,37,9541.8,257.8864864864865
2018-07,livros_importados,8,402.78,50.3475
2018-07,livros_interesse_geral,25,4077.45,163.09799999999998
2018-07,livros_tecnicos,28,2106.81,75.24321428571429
2018-07,malas_acessorios,54,5821.72,107.80962962962964
2018-07,market_place,4,186.78,46.695
2018-07,moveis_colchao_e_estofado,1,129.9,129.9
2018-07,moveis_cozinha_area_de_servico_jantar_e_jardim,23,3875.95,168.5195652173913
2018-07,moveis_decoracao,440,45715.49,103.89884090909091
2018-07,moveis_escritorio,82,13775.27,167.99109756097562
2018-07,moveis_quarto,10,1386.9,138.69
2018-07,moveis_sala,55,6779.63,123.266
2018-07,musica,3,849.3,283.09999999999997
2018-07,papelaria,191,17247.09,90.2989005235602
2018-07,pc_gamer,3,677.0,225.66666666666666
2018-07,pcs,8,11239.0,1404.875
2018-07,perfumaria,205,22417.77,109.3549756097561
2018-07,pet_shop,160,19583.74,122.39837500000002
2018-07,portateis_casa_forno_e_cafe,15,4699.67,313.3113333333333
2018-07,portateis_cozinha_e_preparadores_de_alimentos,8,172.03,21.50375
2018-07,relogios_presentes,528,96212.59,182.22081439393938
2018-07,sinalizacao_e_seguranca,29,3785.19,130.52379310344827
2018-07,telefonia,225,26939.41,119.7307111111111
2018-07,telefonia_fixa,11,9319.39,847.2172727272726
2018-07,utilidades_domesticas,577,63409.14,109.89452339688042
2018-08,Unknown,32,2419.04,75.595
2018-08,agro_industria_e_comercio,18,5021.09,278.94944444444445
2018-08,alimentos,116,8256.18,71.17396551724138
2018-08,alimentos_bebidas,21,1028.61,48.981428571428566
2018-08,artes,18,1481.3899999999999,82.29944444444443
2018-08,artes_e_artesanato,9,901.76,100.19555555555556
2018-08,artigos_de_festas,14,1285.29,91.80642857142857
2018-08,artigos_de_natal,11,564.37,51.306363636363635
2018-08,audio,26,2069.4,79.5923076923077
2018-08,automotivo,377,45380.89,120.37371352785146
2018-08,bebes,217,22004.15,101.40161290322581
2018-08,bebidas,30,1477.23,49.241
2018-08,beleza_saude,849,120803.94,142.2896819787986
2018-08,brinquedos,170,17753.05,104.42970588235293
2018-08,cama_mesa_banho,658,61035.88,92.75969604863222
2018-08,casa_conforto,16,2241.28,140.08
2018-08,casa_construcao,49,7016.16,143.1869387755102
2018-08,cine_foto,10,685.28,68.52799999999999
2018-08,climatizacao,21,3556.9,169.3761904761905
2018-08,consoles_games,62,4824.49,77.81435483870968
2018-08,construcao_ferramentas_construcao,162,22917.16,141.46395061728396
2018-08,construcao_ferramentas_ferramentas,14,1255.77,89.69785714285715
2018-08,construcao_ferramentas_iluminacao,62,8212.53,132.4601612903226
2018-08,construcao_ferramentas_jardim,23,3688.76,160.3808695652174
2018-08,construcao_ferramentas_seguranca,26,4070.12,156.5430769230769
2018-08,cool_stuff,123,16354.58,132.9640650406504
2018-08,dvds_blu_ray,1,8.9,8.9
2018-08,eletrodomesticos,65,6584.400000000001,101.29846153846155
2018-08,eletrodomesticos_2,15,9882.76,658.8506666666667
2018-08,eletronicos,120,10769.47,89.74558333333333
2018-08,eletroportateis,25,6759.0599999999995,270.3624
2018-08,esporte_lazer,475,51500.16,108.42138947368421
2018-08,fashion_bolsas_e_acessorios,127,8177.43,64.3892125984252
2018-08,fashion_calcados,3,471.29999999999995,157.1
2018-08,fashion_esporte,1,69.9,69.9
2018-08,fashion_roupa_feminina,3,129.97,43.32333333333333
2018-08,fashion_roupa_masculina,3,381.69000000000005,127.23000000000002
2018-08,fashion_underwear_e_moda_praia,2,219.9,109.95
2018-08,ferramentas_jardim,138,16432.34,119.07492753623188
2018-08,fraldas_higiene,3,231.89,77.29666666666667
2018-08,industria_comercio_e_negocios,10,2364.69,236.469
2018-08,informatica_acessorios,419,40293.93,96.16689737470168
2018-08,instrumentos_musicais,41,10519.34,256.5692682926829
2018-08,livros_importados,1,749.0,749.0
2018-08,livros_interesse_geral,36,1564.78,43.46611111111111
2018-08,livros_tecnicos,29,1483.79,51.1651724137931
2018-08,malas_acessorios,66,6847.91,103.75621212121212
2018-08,market_place,8,949.27,118.65875
2018-08,moveis_cozinha_area_de_servico_jantar_e_jardim,21,2156.47,102.68904761904761
2018-08,moveis_decoracao,433,41380.15,95.5661662817552
2018-08,moveis_escritorio,30,6758.87,225.29566666666668
2018-08,moveis_quarto,12,2197.0,183.08333333333334
2018-08,moveis_sala,40,5223.34,130.58350000000002
2018-08,musica,6,497.81,82.96833333333333
2018-08,papelaria,170,15563.65,91.55088235294117
2018-08,pc_gamer,1,219.0,219.0
2018-08,pcs,12,8711.5,725.9583333333334
2018-08,perfumaria,223,25017.69,112.18695067264574
2018-08,pet_shop,199,24857.07,124.90989949748743
2018-08,portateis_casa_forno_e_cafe,17,2996.7200000000003,176.27764705882353
2018-08,portateis_cozinha_e_preparadores_de_alimentos,5,1838.5,367.7
2018-08,relogios_presentes,416,72277.06,173.74293269230768
2018-08,sinalizacao_e_seguranca,22,1825.59,82.98136363636364
2018-08,telefonia,277,37541.89,135.53028880866427
2018-08,telefonia_fixa,10,2724.17,272.41700000000003
2018-08,utilidades_domesticas,629,60202.67,95.71171701112877
2018-09,moveis_cozinha_area_de_servico_jantar_e_jardim,1,145.0,145.0
